assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,0,0,0,0,160987,None,,0,0,0,0,0.0,616,248,None,,0,3,0.0,0.0,0,Jean-Philippe,0.0,0,0,0.0,626,248,161,False,0.0,623,248,0,Achilles injury - Unknown return date,2020-08-15T10:00:11.729677Z,50,0,0,None,0,,160987.jpg,0.0,0,0,Gbamin,0.0,False,None,i,7,11,0.0,612,248,0,404,7,375,4,0.0,0.0,Gbamin,0
0,5,281,100,100,4,164511,None,,0,0,1,-1,21.0,333,118,None,,1,2,1.3,0.8,0,Yerry,1.3,17,2,53.7,137,33,162,False,360.0,54,16,1350,,2020-10-14T10:00:21.355993Z,56,0,0,None,0,,164511.jpg,3.7,0,0,Mina,3.1,False,None,a,7,11,154.0,125,20,56,371905,657,276560,1903,0.2,10.0,Mina,1
0,0,87,None,None,2,173807,None,,0,0,-3,3,44.6,273,156,None,,0,3,1.0,0.5,0,Tom,1.0,5,0,12.2,350,159,163,False,75.6,312,134,488,,None,52,0,0,None,0,,173807.jpg,1.7,0,0,Davies,0.1,False,None,a,7,11,1.0,412,194,17,4537,5,10139,21,0.2,3.3,Davies,1
4,10,339,100,100,5,177815,None,,0,0,6,-6,145.7,137,19,None,,2,4,0.7,0.2,0,Dominic,0.7,19,11,137.3,17,6,164,False,457.8,17,3,1405,,2021-01-11T14:00:23.053774Z,76,0,0,None,0,,177815.jpg,5.9,0,0,Calvert-Lewin,27.7,False,None,a,7,11,772.0,8,5,95,5254991,37602,4310545,6440,0.1,12.5,Calvert-Lewin,3
0,4,157,100,100,3,194164,None,,0,0,-2,2,53.2,254,63,None,,1,2,1.0,0.5,0,Mason,1.0,7,1,29.6,250,80,165,False,182.0,190,75,711,,2020-09-06T01:30:17.999031Z,48,0,0,None,0,,194164.jpg,4.2,0,0,Holgate,1.1,False,None,a,7,11,61.0,243,72,34,159202,244,94894,1063,0.2,7.1,Holgate,3
5,8,176,100,100,3,212319,None,,0,0,-2,2,153.4,129,17,None,,0,4,1.0,0.5,0,Richarlison,1.0,11,2,82.6,54,17,166,False,243.4,143,15,1010,,2021-01-11T14:00:23.066552Z,78,0,0,2,0,,212319.jpg,3.8,1,0,de Andrade,4.2,False,None,a,7,11,430.0,35,17,50,655353,2100,1082240,1373,0.1,6.4,Richarlison,2
0,0,0,None,None,0,222627,None,,0,0,-2,2,0.0,513,44,None,,0,1,0.0,-0.5,0,João,0.0,0,0,0.0,537,66,167,False,0.0,530,66,0,,None,43,0,0,None,0,,222627.jpg,0.0,0,0,Virgínia,0.1,False,None,a,7,11,0.0,498,40,0,1308,1,4391,8,0.0,0.0,Virgínia,0
0,0,11,None,None,0,232826,None,,0,0,-2,2,12.7,360,179,None,,0,3,0.0,-0.5,0,Anthony,0.0,0,0,3.1,419,184,168,False,14.4,413,178,87,,None,43,0,0,None,0,,232826.jpg,1.0,0,0,Gordon,0.8,False,None,a,7,11,4.0,390,183,3,111680,76,117294,753,0.0,0.7,Gordon,0
0,0,1,0,0,0,242058,None,,0,0,-3,3,1.3,419,58,None,,0,4,0.0,0.0,0,Moise,0.0,0,0,0.9,450,59,169,False,0.0,634,78,13,Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul,2020-10-03T00:30:17.828204Z,57,0,0,None,0,,242058.jpg,1.0,0,0,Kean,0.2,False,None,u,7,11,11.0,367,57,2,8011,0,35819,13,0.0,0.4,Kean,0
0,0,0,0,0,0,480455,None,,0,0,-1,1,0.0,449,185,None,,0,2,0.0,0.0,0,Jarrad,0.0,0,0,0.0,479,185,170,False,0.0,472,185,0,Joined Blackburn Rovers on loan until the end of the season on 14/1,2021-01-14T23:00:22.063648Z,39,0,0,None,0,,480455.jpg,0.0,0,0,Branthwaite,1.6,False,None,u,7,11,0.0,425,168,0,140402,0,294300,813,0.0,0.0,Branthwaite,0
0,0,140,0,0,2,119765,None,,0,0,-3,3,99.0,187,116,None,,0,3,0.0,0.0,0,Allan,0.0,16,0,30.5,247,116,502,False,177.4,194,78,1028,Hamstring injury - Expected back 30 Jan,2020-12-16T22:30:22.602548Z,52,0,0,None,0,,119765.jpg,1.8,0,0,Marques Loureiro,0.7,False,None,i,7,11,27.0,313,158,21,81642,2,164555,131,0.0,4.0,Allan,4
3,5,254,100,100,1,60025,1,,0,0,2,-2,390.7,22,17,1,,1,3,1.0,0.5,0,James,1.0,16,3,92.1,44,27,508,False,292.2,104,35,952,,2020-12-11T14:00:19.148921Z,77,0,0,None,0,,60025.jpg,4.3,0,0,Rodríguez,8.5,False,None,a,7,11,236.0,75,41,52,3281920,1306,3639787,2092,0.1,6.8,Rodríguez,1
2,2,255,0,0,4,121599,None,,0,0,-3,3,188.8,98,69,None,,1,3,0.0,0.0,0,Abdoulaye,1.0,21,1,65.6,87,51,512,False,265.6,126,47,1448,Suspended until 30 Jan,2021-01-14T23:30:25.835042Z,52,0,0,None,0,,121599.jpg,2.6,0,0,Doucouré,0.7,False,None,s,7,11,202.0,90,49,45,111807,7,233277,595,0.2,8.7,Doucouré,5
0,0,6,0,0,0,495542,None,,0,0,0,0,5.3,392,148,None,,0,2,0.0,0.0,0,Niels,0.0,1,0,2.0,431,162,559,False,13.8,414,163,68,Knock - Unknown return date,2021-01-22T16:30:27.249165Z,40,0,0,None,0,,495542.jpg,1.0,0,0,Nkounkou,0.2,False,None,i,7,11,1.0,408,153,1,33387,10,26221,201,0.0,0.2,Nkounkou,1
0,1,167,100,100,3,198826,None,,0,0,0,0,37.8,289,89,None,,0,2,1.0,0.5,0,Ben,1.0,10,0,22.4,292,96,566,False,166.4,209,82,959,,2020-11-02T01:00:23.121685Z,50,0,0,None,0,,198826.jpg,2.6,0,0,Godfrey,0.2,False,None,a,7,11,19.0,337,121,29,37875,91,24694,171,0.2,5.8,Godfrey,3
0,0,36,None,None,1,111782,None,,0,0,0,0,0.0,545,55,None,,0,1,0.0,-0.5,0,Robin,0.0,2,0,3.6,414,25,573,False,35.8,373,25,180,,None,45,0,0,None,0,,111782.jpg,3.5,0,4,Olsen,0.1,False,None,a,7,11,0.0,534,51,7,7103,13,5547,19,0.0,1.6,Olsen,0
0,0,0,0,0,0,218997,None,,0,0,0,0,0.0,552,65,None,,0,4,0.0,0.0,0,Ellis,0.0,0,0,0.0,569,66,596,False,0.0,564,62,0,Joined Blackburn Rovers on loan until the end of the season on 20/1,2021-01-20T23:00:23.497026Z,45,0,0,None,0,,218997.jpg,0.0,0,0,Simms,0.1,False,None,u,7,11,0.0,541,65,0,11578,0,9301,92,0.0,0.0,Simms,0
0,0,92,100,100,5,126187,None,,0,0,-1,1,85.9,206,126,None,,0,3,1.0,0.5,0,Ruben,1.0,9,1,40.3,199,96,115,False,98.6,281,121,842,,2021-01-13T23:30:18.860000Z,59,0,0,None,0,,126187.jpg,2.5,0,0,Loftus-Cheek,0.2,False,None,a,8,54,217.0,84,46,32,19183,47,24657,81,0.2,5.4,Loftus-Cheek,1
0,0,0,None,None,0,40559,None,,0,0,0,0,0.0,455,12,None,,0,1,0.0,-0.5,0,Fabricio,0.0,0,0,0.0,484,39,171,False,0.0,477,39,0,,None,40,0,0,None,0,,40559.jpg,0.0,0,0,Agosto Ramírez,1.5,False,None,a,8,54,0.0,432,7,0,47097,60,75260,222,0.0,0.0,Fabri,0
0,0,0,0,0,0,55038,None,,0,0,-3,3,0.0,579,233,None,,0,3,0.0,0.0,0,Kevin,0.0,0,0,0.0,594,233,172,False,0.0,591,233,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.518943Z,47,0,0,None,0,,55038.jpg,0.0,0,0,McDonald,0.0,False,None,u,8,54,0.0,569,232,0,939,0,5549,5,0.0,0.0,McDonald,0
0,0,12,None,None,0,61739,None,,0,0,-3,3,1.6,414,160,None,,0,2,0.0,-0.5,0,Maxime,0.0,1,0,1.6,440,166,173,False,12.6,419,165,122,,None,42,0,0,None,0,,61739.jpg,0.5,0,0,Le Marchand,0.1,False,None,a,8,54,1.0,409,154,1,3238,3,12345,12,0.0,0.2,Le Marchand,2
0,0,0,0,0,0,61916,None,,0,0,-3,3,0.0,581,234,None,,0,3,0.0,0.0,0,Stefan,0.0,0,0,0.0,595,234,174,False,0.0,592,234,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.533609Z,47,0,0,None,0,,61916.jpg,0.0,0,0,Johansen,0.0,False,None,u,8,54,0.0,571,233,0,438,0,3312,1,0.0,0.0,Johansen,0
1,2,160,0,0,1,76357,3,,0,0,-3,3,278.3,52,38,None,,0,3,0.0,0.0,0,Tom,0.0,15,1,57.3,111,60,175,False,170.6,205,82,758,Knee injury - Unknown return date,2021-01-14T15:00:16.245882Z,52,0,0,None,0,,76357.jpg,2.7,0,0,Cairney,0.1,False,None,i,8,54,124.0,154,83,27,10708,5,25570,52,0.0,5.2,Cairney,2
0,0,78,None,None,0,82514,None,,0,0,-3,3,4.7,397,152,None,,0,2,0.0,-0.5,0,Tim,0.0,10,0,8.8,366,134,176,False,82.6,299,116,450,,None,42,0,0,None,0,,82514.jpg,1.4,0,0,Ream,0.1,False,None,a,8,54,0.0,469,187,7,7703,8,16384,24,0.0,1.7,Ream,0
0,0,0,0,0,0,83543,None,,0,0,-5,5,0.0,615,247,None,,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,625,247,177,False,0.0,622,247,0,Loan at Nottingham Forest extended until end of the season on 12/1. - Expected back 01 Jul,2020-10-16T21:30:11.452901Z,50,0,0,None,0,,83543.jpg,0.0,0,0,Knockaert,0.0,False,None,u,8,54,0.0,611,247,0,1026,0,12526,4,0.0,0.0,Knockaert,0
0,0,32,None,None,0,84915,None,,0,0,-3,3,11.3,371,139,None,,0,2,0.0,-0.5,0,Michael,0.0,10,0,6.9,381,140,178,False,40.8,361,138,262,,None,42,0,0,None,0,,84915.jpg,0.0,0,0,Hector,0.1,False,None,a,8,54,18.0,339,122,0,7377,16,22248,27,0.0,0.0,Hector,2
0,0,0,0,0,0,87107,None,,0,0,-3,3,0.0,489,200,None,,0,2,0.0,0.0,0,Cyrus,0.0,0,0,0.0,514,200,179,False,0.0,507,200,0,Joined Nottingham Forest on loan until the end of the season on 18/9. - Expected back 01 Jul,2020-09-21T00:30:18.332101Z,42,0,0,None,0,,87107.jpg,0.0,0,0,Christie,0.0,False,None,u,8,54,0.0,470,188,0,745,0,10080,2,0.0,0.0,Christie,0
0,0,13,100,100,0,92259,None,,0,0,-3,3,14.6,351,174,1,,0,3,0.0,-0.5,0,Neeskens,0.0,3,0,5.9,393,176,180,False,1.4,455,193,116,,2020-10-29T13:00:17.682650Z,47,0,0,None,0,,92259.jpg,1.2,0,0,Kebano,0.0,False,None,a,8,54,47.0,272,140,6,3026,3,12018,11,0.0,1.3,Kebano,0
1,5,199,100,100,4,96994,None,,0,0,-2,2,95.7,192,29,None,,1,4,0.8,0.3,0,Bobby,0.8,14,4,55.9,123,25,181,False,223.0,159,17,1098,,2020-12-17T15:30:20.147270Z,53,0,0,None,0,,96994.jpg,2.9,0,0,Decordova-Reid,1.0,False,None,a,8,54,241.0,70,31,47,170139,584,111931,1307,0.2,8.9,Decordova-Reid,5
1,0,83,None,None,0,101105,5,,0,0,-4,4,55.7,241,58,3,,0,2,0.2,-0.3,0,Joe,0.2,13,0,17.2,319,107,182,False,71.8,319,123,438,,None,46,0,0,None,0,,101105.jpg,1.1,0,0,Bryan,0.3,False,None,a,8,54,45.0,277,88,11,14530,28,64940,53,0.0,2.4,Bryan,2
0,0,0,0,0,0,122074,None,,0,0,-2,2,0.0,505,42,None,,0,1,0.0,0.0,0,Marcus,0.0,0,0,0.0,530,65,183,False,0.0,523,65,0,Joined Middlesbrough on loan until the end of the season on 10/9. - Expected back 01 Jul,2020-09-10T14:30:11.949431Z,43,0,0,None,0,,122074.jpg,0.0,0,0,Bettinelli,0.0,False,None,u,8,54,0.0,489,38,0,895,0,5350,2,0.0,0.0,Bettinelli,0
2,3,90,100,100,1,128389,None,,0,0,-5,5,156.8,125,16,2,,0,4,0.2,-0.3,0,Aleksandar,0.2,13,2,66.1,85,21,184,False,147.2,224,26,795,,2021-01-13T23:30:19.260597Z,55,0,1,2,0,,128389.jpg,2.5,0,0,Mitrović,3.6,False,None,a,8,54,372.0,43,21,35,520945,296,1829219,621,0.0,6.4,Mitrović,2
0,0,0,0,0,0,149266,None,,0,0,-2,2,0.0,506,204,None,,0,2,0.0,0.0,0,Alfie,0.0,0,0,0.0,531,204,185,False,0.0,524,204,0,Joined Bristol City on loan until the end of the season on 6/9. - Expected back 01 Jul,2020-09-07T02:00:12.698046Z,43,0,0,None,0,,149266.jpg,0.0,0,0,Mawson,0.0,False,None,u,8,54,0.0,490,194,0,378,0,1652,1,0.0,0.0,Mawson,0
0,0,11,None,None,0,155529,None,,0,0,-2,2,0.0,508,43,None,,0,1,0.0,-0.5,0,Marek,0.0,3,0,1.8,435,28,186,False,18.2,404,28,90,,None,43,0,0,None,0,,155529.jpg,1.0,0,2,Rodák,0.3,False,None,a,8,54,0.0,492,39,1,12602,16,30322,39,0.0,0.2,Rodák,0
0,4,103,100,100,2,166324,1,,0,0,-2,2,282.2,48,34,None,,1,3,3.0,2.5,0,Ivan Ricardo,3.0,23,2,77.6,63,36,187,False,173.6,201,81,1201,,2020-12-19T23:30:21.220340Z,53,0,1,1,0,,166324.jpg,2.7,0,0,Neves Abreu Cavaleiro,0.2,False,None,a,8,54,321.0,52,27,43,22549,94,22604,211,0.6,8.1,Cavaleiro,1
0,0,12,100,100,0,168765,None,,0,0,-4,4,7.5,387,184,None,,0,3,0.5,0.0,0,Josh,0.5,7,0,2.2,430,187,188,False,13.2,417,179,143,,2020-10-20T22:30:18.592793Z,46,0,0,None,0,,168765.jpg,1.2,0,0,Onomah,0.0,False,None,a,8,54,2.0,401,188,5,2685,6,14051,8,0.1,1.1,Onomah,0
0,0,0,0,0,0,170271,None,,0,0,-4,4,0.0,576,232,None,,0,3,0.0,0.0,0,Jean Michaël,0.0,0,0,0.0,592,232,189,False,0.0,589,232,0,Not included in Fulham's 25-man Premier League squad,2020-10-20T22:30:18.607195Z,46,0,0,None,0,,170271.jpg,0.0,0,0,Seri,0.0,False,None,u,8,54,0.0,565,231,0,2950,0,10665,6,0.0,0.0,Seri,0
0,0,14,100,100,0,197030,None,,0,0,-2,2,76.8,212,130,None,,0,3,0.8,0.3,0,Aboubakar,0.8,9,0,13.2,344,158,190,False,22.6,395,170,307,,2020-10-24T16:30:15.981006Z,48,0,0,None,0,,197030.jpg,0.7,1,0,Kamara,0.0,False,None,a,8,54,39.0,287,146,8,4981,6,11560,11,0.2,1.7,Kamara,1
3,4,255,None,None,3,203325,None,,0,0,0,0,239.5,68,49,None,,0,3,2.2,1.7,0,André-Frank,2.2,21,0,73.9,69,40,191,False,329.4,70,22,1451,,None,45,0,0,None,0,,203325.jpg,2.6,0,0,Zambo Anguissa,2.2,False,None,a,8,54,167.0,110,63,46,411798,992,322642,3463,0.5,10.2,Anguissa,4
0,0,0,0,0,0,208998,None,,0,0,-2,2,0.0,511,207,None,,0,2,0.0,0.0,0,Zeze Steven,0.0,0,0,0.0,535,207,192,False,0.0,528,207,0,Joined Bristol City on loan until the end of the season on 7/9. - Expected back 01 Jul,2020-09-08T09:30:15.158422Z,43,0,0,None,0,,208998.jpg,0.0,0,0,Sessegnon,0.0,False,None,u,8,54,0.0,495,197,0,671,0,8630,3,0.0,0.0,Sessegnon,0
1,0,167,100,100,2,153366,4,,0,0,-1,1,158.0,124,84,None,,0,3,1.5,1.0,0,Harrison,1.5,18,0,37.2,218,101,373,False,183.4,188,76,983,,2020-09-30T13:30:17.140962Z,44,0,0,None,0,,153366.jpg,2.0,0,0,Reed,0.6,False,None,a,8,54,30.0,307,154,28,87215,168,124017,692,0.3,6.4,Reed,2
0,1,222,0,0,3,169528,None,,0,0,-1,1,303.9,41,10,None,,0,2,0.0,0.0,0,Antonee,0.0,15,0,70.6,74,13,484,False,277.6,113,46,1213,Suspended until 30 Jan,2021-01-16T22:30:18.719812Z,44,0,0,None,0,,169528.jpg,2.2,1,0,Robinson,0.2,False,None,s,8,54,122.0,156,32,31,26178,26,23442,220,0.0,7.0,Robinson,3
0,0,72,100,100,0,151086,None,,0,0,0,0,65.2,227,140,None,,0,3,0.2,-0.3,0,Mario,0.2,9,0,16.7,320,151,493,False,78.2,307,130,463,,2021-01-14T15:00:17.223386Z,45,0,0,None,0,,151086.jpg,1.3,0,0,Lemina,0.3,False,None,a,8,54,23.0,324,163,14,12748,8,76462,119,0.0,3.1,Lemina,1
0,4,312,None,None,3,84182,None,,0,0,0,0,0.0,540,52,None,,0,1,2.0,1.5,0,Alphonse,2.0,24,0,48.1,160,5,516,False,483.2,13,5,1530,,None,45,0,0,None,0,,84182.jpg,3.4,0,67,Areola,2.9,False,None,a,8,54,0.0,529,48,58,258578,2107,164080,885,0.4,12.9,Areola,0
1,0,71,100,100,0,167074,None,,0,0,-2,2,140.0,141,29,None,,0,2,1.2,0.7,0,Kenny,1.2,10,0,27.5,259,85,517,False,118.8,255,99,374,,2020-09-28T19:30:13.417631Z,43,0,0,None,0,,167074.jpg,1.4,0,0,Tete,0.1,False,None,a,8,54,16.0,346,126,7,8572,90,15211,26,0.3,1.6,Tete,1
0,0,34,None,None,0,72681,None,,0,0,-3,3,20.8,334,119,None,,0,2,0.0,-0.5,0,Denis,0.0,10,0,6.4,387,144,525,False,35.4,374,146,270,,None,42,0,0,None,0,,72681.jpg,0.3,0,0,Odoi,0.1,False,None,a,8,54,8.0,373,140,1,6943,21,8124,13,0.0,0.2,Odoi,1
3,5,172,None,None,3,219352,2,,0,0,0,0,300.4,43,31,4,,0,3,3.0,2.5,0,Ademola,3.0,15,3,111.7,27,18,557,False,323.4,74,24,1210,,None,50,0,1,3,0,,219352.jpg,3.7,0,0,Lookman,1.4,False,None,a,8,54,493.0,25,15,55,249446,1212,150487,2358,0.6,11.0,Lookman,3
0,3,233,None,None,3,159506,None,,0,0,0,0,126.7,155,36,None,,1,2,1.0,0.5,0,Ola,1.0,17,1,43.2,182,48,562,False,255.0,132,53,1334,,None,45,0,0,None,0,,159506.jpg,3.1,0,0,Aina,0.5,False,None,a,8,54,51.0,265,81,46,66923,370,39947,378,0.2,10.2,Aina,1
0,2,175,100,100,3,174874,None,,0,0,0,0,18.0,340,124,None,,0,2,1.0,0.5,0,Joachim,1.0,13,0,23.7,279,94,571,False,205.2,171,68,1051,,2020-12-19T23:30:22.009824Z,45,0,0,None,0,,174874.jpg,2.5,1,0,Andersen,0.0,False,None,a,8,54,13.0,360,133,30,4493,43,2835,27,0.2,6.7,Andersen,2
1,5,236,None,None,3,109646,None,,0,0,0,0,27.7,317,105,None,,1,2,1.2,0.7,0,Tosin,1.2,16,0,41.8,191,54,572,False,298.8,97,36,1260,,None,45,0,0,None,0,,109646.jpg,3.1,0,0,Adarabioyo,0.4,False,None,a,8,54,89.0,194,49,43,50085,198,23029,403,0.3,9.6,Adarabioyo,1
0,0,0,0,0,0,109434,None,,0,0,-2,2,0.0,504,203,None,,0,2,0.0,0.0,0,Terence,0.0,0,0,0.0,529,203,585,False,0.0,522,203,0,Hamstring injury - Unknown return date,2021-01-16T22:30:18.884975Z,43,0,0,None,0,,109434.jpg,0.0,0,0,Kongolo,0.0,False,None,i,8,54,0.0,488,193,0,677,5,573,3,0.0,0.0,Kongolo,0
0,0,9,0,0,0,15033,None,,0,0,-1,1,0.1,436,175,None,,0,2,0.0,0.0,0,Wes,0.0,0,0,0.3,460,172,216,False,3.0,447,170,16,Unknown - Expected back 13 Feb,2021-01-22T15:00:21.292754Z,44,0,0,None,0,,15033.jpg,1.0,0,0,Morgan,0.1,False,None,i,9,13,0.0,507,202,3,9346,0,13141,73,0.0,0.7,Morgan,0
0,6,353,100,100,7,17745,None,,0,0,0,0,0.0,628,71,None,,3,1,5.3,5.3,0,Kasper,4.8,21,0,47.5,162,6,217,False,474.4,14,6,1710,,2020-11-15T22:30:17.730436Z,55,0,0,None,0,,17745.jpg,4.2,0,56,Schmeichel,9.9,False,None,a,9,13,0.0,628,71,80,441223,3744,726194,1103,0.9,14.5,Schmeichel,0
0,2,112,100,100,3,37402,None,,0,0,0,0,33.9,303,94,3,,0,2,0.5,0.5,0,Christian,0.0,9,0,19.2,310,103,218,False,137.0,232,91,701,,2020-08-15T10:00:11.758506Z,45,0,0,None,0,,37402.jpg,2.7,0,0,Fuchs,0.2,False,None,a,9,13,22.0,326,111,24,42279,40,37405,106,0.0,5.3,Fuchs,4
1,5,267,100,100,6,37642,None,,0,0,0,0,55.0,245,60,None,,0,2,4.5,4.5,0,Jonny,4.0,15,0,33.6,232,72,219,False,245.8,140,56,1339,,2020-12-13T22:30:16.752091Z,55,1,0,None,0,,37642.jpg,3.4,0,0,Evans,0.7,False,None,a,9,13,35.0,299,100,51,76082,1480,44393,309,0.7,9.3,Evans,5
0,0,0,0,0,0,46483,None,,0,0,-1,1,0.0,524,205,None,,0,3,0.0,0.0,0,Adrien,0.0,0,0,0.0,547,206,220,False,0.0,540,204,0,Transferred to Sampdoria,2020-10-05T07:20:56.395434Z,44,0,0,None,0,,46483.jpg,0.0,0,0,Silva,0.2,False,None,u,9,13,0.0,510,203,0,8544,0,44423,28,0.0,0.0,Silva,0
3,0,143,None,None,4,51938,3,,0,0,-2,2,218.6,75,54,None,,0,3,3.7,3.7,0,Marc,3.2,8,0,51.5,148,78,221,False,179.6,193,77,866,,None,53,0,0,None,0,,51938.jpg,2.5,0,0,Albrighton,0.1,False,None,a,9,13,119.0,159,86,33,8632,55,15902,85,0.6,6.2,Albrighton,2
0,0,0,0,0,0,61604,None,,0,0,-2,2,0.0,495,198,None,,0,3,0.0,0.0,0,Matty,0.0,0,0,0.0,520,199,222,False,0.0,513,197,0,Joined Coventry City on loan until the end of the season on 6/1. - Expected back 01 Jul,2020-10-16T21:30:11.572098Z,43,0,0,None,0,,61604.jpg,0.0,0,0,James,0.3,False,None,u,9,13,0.0,479,196,0,29808,0,54832,90,0.0,0.0,James,0
0,0,0,None,None,0,95463,None,,0,0,-2,2,0.0,501,39,None,,0,1,0.5,0.5,0,Danny,0.0,0,0,0.0,526,62,223,False,0.0,519,62,0,,None,43,0,0,None,0,,95463.jpg,0.0,0,0,Ward,0.2,False,None,a,9,13,0.0,485,35,0,3595,18,10472,21,0.0,0.0,Ward,0
8,17,412,0,0,6,101668,None,,-1,1,0,0,183.3,102,11,None,,4,4,0.0,0.0,0,Jamie,2.2,19,11,147.4,10,2,224,True,527.8,9,2,1476,Hernia - Expected back 07 Feb,2021-01-22T14:30:26.590916Z,100,0,1,1,0,,101668.jpg,6.4,0,0,Vardy,17.7,False,None,i,9,13,762.0,9,6,116,3376947,781,3658068,59744,0.2,11.6,Vardy,1
2,1,119,0,0,3,106837,None,,0,0,-3,3,126.4,158,99,None,,0,3,0.0,0.0,0,Dennis,0.0,8,1,35.7,224,105,225,False,118.4,257,107,651,Muscle injury - Expected back 17 Apr,2021-01-09T23:30:20.784690Z,52,0,0,None,0,,106837.jpg,2.7,0,0,Praet,0.2,False,None,i,9,13,114.0,167,90,35,79397,0,86629,97,0.0,6.7,Praet,0
0,0,2,100,100,0,111931,None,,0,0,-1,1,1.3,420,164,None,,0,2,0.7,0.7,0,Ricardo Domingos,0.2,0,0,0.3,461,173,226,False,2.0,453,172,13,,2020-12-04T17:00:19.773460Z,59,0,0,None,0,,111931.jpg,1.0,0,0,Barbosa Pereira,0.1,False,None,a,9,13,0.0,636,227,1,9634,263,13277,68,0.0,0.2,Pereira,0
0,0,40,100,100,0,155569,None,,0,0,-1,1,3.0,407,156,None,,0,2,0.5,0.5,0,Daniel,0.0,5,0,4.7,406,152,227,False,38.0,365,141,264,,2020-10-04T13:30:15.269052Z,39,0,0,None,0,,155569.jpg,0.8,0,0,Amartey,1.0,False,None,a,9,13,6.0,380,143,3,76156,206,118015,369,0.0,0.8,Amartey,1
2,8,324,None,None,7,166989,2,,0,0,-1,1,206.0,81,58,2,,2,3,6.0,6.0,0,Youri,5.5,21,4,81.7,57,33,228,False,401.4,31,11,1653,,None,64,0,0,3,0,,166989.jpg,3.9,0,0,Tielemans,2.4,False,None,a,9,13,208.0,87,48,74,317478,1638,321213,1547,0.9,11.6,Tielemans,4
0,2,64,None,None,2,168580,4,,0,0,-5,5,170.3,111,77,None,,0,3,1.0,1.0,0,Ayoze,0.5,7,1,52.8,143,77,229,False,118.2,258,108,563,,None,60,0,0,2,0,,168580.jpg,2.4,0,0,Pérez,0.7,False,None,a,9,13,237.0,72,39,26,46995,90,229761,194,0.1,4.3,Pérez,1
0,0,3,100,100,0,172632,None,,0,0,-3,3,1.3,418,193,None,,0,3,0.5,0.5,0,Demarai,0.0,0,0,0.5,456,194,230,False,0.2,463,195,18,,2020-09-25T21:00:14.856498Z,52,0,0,None,0,,172632.jpg,1.0,0,0,Gray,0.1,False,None,a,9,13,3.0,398,185,1,2692,9,13421,17,0.0,0.2,Gray,0
4,7,271,100,100,7,172780,1,,0,0,2,-2,484.5,11,9,1,,2,3,7.3,7.3,0,James,6.8,13,6,112.8,26,17,231,False,350.6,58,20,1111,,2021-01-07T17:00:15.753790Z,72,0,0,4,0,,172780.jpg,4.8,0,0,Maddison,12.2,False,None,a,9,13,294.0,55,30,82,1484680,24948,710673,4489,0.9,11.4,Maddison,3
0,0,19,None,None,1,173515,None,,0,0,-4,4,54.4,249,41,None,,0,4,1.0,1.0,0,Kelechi,0.5,2,0,22.8,290,41,233,False,16.8,411,45,235,,None,56,0,1,5,0,,173515.jpg,1.0,0,0,Iheanacho,0.3,False,None,a,9,13,157.0,119,37,10,22033,401,50455,128,0.1,1.8,Iheanacho,0
0,0,9,None,None,0,197469,None,,0,0,-3,3,3.5,405,189,None,,0,3,0.5,0.5,0,Hamza,0.0,1,0,1.0,449,191,234,False,4.2,444,189,69,,None,47,0,0,None,0,,197469.jpg,0.7,0,0,Choudhury,0.1,False,None,a,9,13,2.0,403,189,2,2831,6,6469,16,0.0,0.4,Choudhury,1
2,6,208,None,None,5,201666,None,,0,0,-2,2,188.4,99,70,None,,1,3,4.7,4.7,0,Harvey,4.2,17,6,110.9,29,20,235,False,353.4,56,19,1369,,None,68,0,0,None,0,,201666.jpg,4.4,0,0,Barnes,5.6,False,None,a,9,13,567.0,20,12,80,964723,5353,845729,4320,0.6,11.8,Barnes,0
0,4,166,100,100,5,203341,None,,0,0,-2,2,39.9,282,157,None,,0,3,4.5,4.5,0,Wilfred,4.0,7,1,26.4,263,121,236,False,207.2,170,66,820,,2020-09-23T14:00:18.236626Z,48,0,0,None,0,,203341.jpg,3.1,0,0,Ndidi,0.7,False,None,a,9,13,17.0,344,165,31,38651,480,143923,310,0.8,6.5,Ndidi,2
